         9096317 function calls (9036002 primitive calls) in 14.123 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1711    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
    10818    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
       81    0.001    0.000    0.029    0.000 __init__.py:357(namedtuple)
     5552    0.001    0.000    0.002    0.000 util.py:401(__len__)
     2792    0.001    0.000    0.001    0.000 nodes.py:36(__init__)
    140/1    0.001    0.000    1.015    1.015 composer.py:117(compose_mapping_node)
       65    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1067(_path_hooks)
     6614    0.001    0.000    0.001    0.000 util.py:780(_is_dim)
     2634    0.001    0.000    0.050    0.000 parser.py:264(parse_block_node)
     5851    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      499    0.001    0.000    0.006    0.000 registry.py:457(_define_adder)
       83    0.001    0.000    0.008    0.000 typing.py:922(__new__)
1058/1016    0.001    0.000    0.002    0.000 typing.py:1164(__setattr__)
     2042    0.001    0.000    0.002    0.000 _collections_abc.py:742(__iter__)
      994    0.001    0.000    0.008    0.000 registry.py:343(UnitsContainer)
    505/4    0.001    0.000    0.826    0.207 <frozen importlib._bootstrap_external>:672(exec_module)
     5790    0.001    0.000    0.001    0.000 scanner.py:690(check_document_start)
     1007    0.001    0.000    0.001    0.000 inspect.py:2435(__init__)
  603/600    0.001    0.000    0.053    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
      487    0.001    0.000    0.102    0.000 definitions.py:127(from_string)
      912    0.001    0.000    0.001    0.000 sre_parse.py:963(expand_template)
  496/487    0.001    0.000    0.010    0.000 registry.py:2000(_define)
      4/1    0.001    0.000    0.141    0.141 registry.py:520(load_definitions)
  496/487    0.001    0.000    0.007    0.000 registry.py:371(_define)
      124    0.001    0.000    0.007    0.000 abc.py:132(__new__)
3782/3781    0.001    0.000    0.003    0.000 {built-in method builtins.next}
   295/89    0.001    0.000    0.016    0.000 sre_parse.py:407(_parse_sub)
      109    0.001    0.000    0.049    0.000 _distn_infrastructure.py:706(_construct_doc)
      598    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
     2202    0.001    0.000    0.021    0.000 scanner.py:424(fetch_flow_sequence_start)
     1152    0.001    0.000    0.039    0.000 {built-in method fromkeys}
      598    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
     2202    0.001    0.000    0.014    0.000 scanner.py:447(fetch_flow_sequence_end)
       11    0.001    0.000    0.002    0.000 util.py:251(<setcomp>)
        1    0.001    0.001    0.002    0.002 cells.py:451(_map_atomic_indices)
      547    0.001    0.000    0.033    0.000 parser.py:446(parse_block_mapping_value)
      327    0.001    0.000    0.003    0.000 inspect.py:1780(_signature_bound_method)
      670    0.001    0.000    0.001    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      876    0.001    0.000    0.030    0.000 <frozen importlib._bootstrap_external>:85(_path_is_mode_type)
      438    0.001    0.000    0.001    0.000 function_base.py:2695(__init__)
     7174    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
       98    0.001    0.000    0.001    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
      505    0.001    0.000    0.050    0.000 <frozen importlib._bootstrap_external>:485(_compile_bytecode)
      715    0.001    0.000    0.001    0.000 {method 'translate' of 'str' objects}
     1148    0.001    0.000    0.001    0.000 registry.py:838(<genexpr>)
     2793    0.001    0.000    0.001    0.000 events.py:5(__init__)
     1973    0.001    0.000    0.010    0.000 tokenize.py:152(_compile)
      334    0.001    0.000    0.001    0.000 inspect.py:485(unwrap)
      646    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
     1152    0.001    0.000    0.042    0.000 registry.py:1007(parse_unit_name)
     1010    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
     1865    0.001    0.000    0.001    0.000 _collections_abc.py:672(keys)
     1023    0.001    0.000    0.003    0.000 {method 'setdefault' of 'dict' objects}
     1498    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
      646    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
      228    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
     3180    0.001    0.000    0.001    0.000 scanner.py:349(add_indent)
     1351    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:416(parent)
     1869    0.001    0.000    0.001    0.000 pint_eval.py:49(__init__)
     1103    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:403(cached)
        1    0.001    0.001    0.043    0.043 constructor.py:54(construct_document)
      637    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:369(__init__)
     4229    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
      912    0.001    0.000    0.004    0.000 _collections_abc.py:496(__sub__)
      912    0.001    0.000    0.002    0.000 _collections_abc.py:712(_from_iterable)
        1    0.001    0.001    0.002    0.002 registry.py:599(<dictcomp>)
      646    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:147(__enter__)
     1811    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
       47    0.001    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
  496/487    0.001    0.000    0.008    0.000 registry.py:1317(_define)
        1    0.001    0.001    0.009    0.009 numeric.py:1(<module>)
      505    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
      632    0.001    0.000    0.152    0.000 <frozen importlib._bootstrap_external>:1149(find_spec)
     2065    0.001    0.000    0.001    0.000 sre_parse.py:248(match)
     1094    0.001    0.000    0.020    0.000 parser.py:270(parse_block_node_or_indentless_sequence)
      265    0.001    0.000    0.001    0.000 enum.py:70(__setitem__)
     2287    0.001    0.000    0.001    0.000 _collections_abc.py:501(<genexpr>)
      316    0.001    0.000    0.010    0.000 sre_compile.py:223(_compile_charset)
     2060    0.001    0.000    0.045    0.000 re.py:231(compile)
     1020    0.001    0.000    0.001    0.000 definitions.py:260(<genexpr>)
     1920    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:843(__enter__)
     3595    0.001    0.000    0.001    0.000 definitions.py:153(name)
